diff0,diff2,diff5,diff7
0.00807617251662484,0.035809234282900365,0.06071818544556845,0.06683701475538495
0.009197766318308598,0.04084879032138214,0.0738643745737147,0.08406686300483224
-0.006511103236925109,-0.03496801978604752,-0.08008706913148678,-0.0966508371784579
0.004999477622965768,0.014677493768136957,0.005512095606096112,-0.0025800086067422345
0.010588225256398498,0.049412090085362265,0.08605673936079455,0.09918393910938939
-4.1838985001211443e-4,-0.011206573231456407,-0.03814779460487994,-0.050243729580075946
-0.012727428511546741,-0.05930107013744329,-0.10444863603934618,-0.1149465511126404
-0.002007319218263831,-0.017171701564628383,-0.0316445058176712,-0.035531963240303055
0.005572711864841862,0.021660584091331897,0.0371281208035536,0.03990705458835453
-0.006939122520673281,-0.03851463732096727,-0.08026254273078548,-0.09459315215106479
0.008025666540580605,0.03392597035833533,0.06106833291437436,0.06902951853339401
0.0012053633687078014,-0.002917188560374262,-0.02743705127440066,-0.040926113420646004
0.00841972014109351,0.038155684447689825,0.06969870031900616,0.07975361375034029
-0.001713254555865379,-0.018870704408854244,-0.05236908971906051,-0.06475926154285316
0.009389024879833101,0.043986899362772586,0.07684832001499248,0.08610716649486938
0.004346692004695521,0.0085467279061468,-0.008900784647106863,-0.018661824517969938
0.002353776074154587,0.003466143316319864,0.009159624494897378,0.008616311606191585
0.00946734033960759,0.04180632454212643,0.0652194590834082,0.07042876742137183
0.007202905182336572,0.031218722691762762,0.05658401060444357,0.06291320275696444
0.0022688546954495875,0.002691807340800184,-0.007245491535310955,-0.012580883357178552
0.0011042518796989323,-0.004321990052827296,-5.777662326413857e-4,6.381829324608734e-5
0.00687458405284061,0.024931090976844927,0.02640584028353765,0.02449564682239158
-0.021045716200206385,-0.08228808114873865,-0.128389093169736,-0.1357772698986972
-0.008342609313084691,-0.04336687506573911,-0.08740079626585928,-0.09929072920812021
0.009959899192863435,0.044209958949006145,0.08181828759690951,0.09510487640824328
-0.013832066527745171,-0.06491642931923314,-0.10362299188801583,-0.11073307351006234
-0.04514655149067068,-0.11903493506702906,-0.12575092334880722,-0.11587858326716793
-0.02701643298994419,-0.09039164758654944,-0.12041332941187866,-0.12144996711327027
0.0013796085159763008,0.0015523373153379094,0.006448577049807169,0.006421492012411045
-0.004371389174207964,-0.024220417805201733,-0.03112764224675235,-0.03138536841641559
0.010905667386019977,0.04802968408714142,0.0842626642294389,0.09691159424211221
0.011156415489403052,0.04905090701875214,0.0817738624966875,0.09103978225216691
0.009684515604774888,0.04584871119267073,0.08194559051780609,0.09344462610111481
0.0030342022745560963,0.006240067486839113,0.014322164583595365,0.015762157316074332
0.008504554475070873,0.03931521546086808,0.06937893545776219,0.07663592092974814
0.00856825469655826,0.03658406337664105,0.06584838478572963,0.07449579503898784
-0.0038580666855293974,-0.026054121632320015,-0.06773963379963432,-0.08332744183480312
0.005684194599295561,0.01773243363964036,0.01103785884286268,0.004175216890102917
0.010616571978604427,0.050001615993300746,0.08719218215868679,0.09932716563668914
0.0024615890355310054,0.0019082368287772766,-0.017544947167696168,-0.02636190417606088
-0.016395912163934025,-0.06875164023865954,-0.11212444992394943,-0.11973516955409169
9.997483475821453e-4,-0.0049272594513188606,-0.014698531374552237,-0.02059035447475832
0.0069116542844816845,0.028529267868586783,0.04786375461955966,0.05285431925344619
-0.008268188511753614,-0.041544823890481974,-0.08164727983128539,-0.09392194748646499
0.007327346613218915,0.030368670696356764,0.05559897487043991,0.0630413926807335
0.0012091760897261217,-0.004013946904049881,-0.031135930550485913,-0.04432699610791002
0.007903361056691718,0.03426955712321153,0.06127855497729523,0.06838963878294047
-0.002331998752975059,-0.021190045001617308,-0.054798083150412236,-0.06642832920907471
0.00937908189024074,0.043814494180701796,0.07552656441224448,0.08483331287608553
0.0031494689274052003,0.004028449758439329,-0.014807933365553638,-0.025882702402080904
0.004770816234175929,0.01626575956543011,0.030987828860481015,0.03609660589961472
0.008511143275266864,0.036713116832553544,0.054041299518007735,0.055902046508258474
0.0064702878677562504,0.027295859866238198,0.048387139881333086,0.05336080049450065
0.0035095362304853085,0.008044009779487521,5.278628360901871e-4,-0.004667562491405208
9.56909191683411e-4,-0.0036130409289445997,0.0030306150829441103,0.004848444694962928
0.007041038840442344,0.026138251330671852,0.031059323545727824,0.028047646033644624
-0.01774925895745648,-0.07445837500748614,-0.12247319476789387,-0.13070894773569086
-0.006459178606494649,-0.0364443689866939,-0.0764124617223837,-0.08814759511495873
0.009762229236587738,0.04260328413575923,0.07852275505224404,0.0911854994400908
-0.013754808173468636,-0.0639247941558514,-0.09990721591833784,-0.10555186528517502
-0.04405439388619172,-0.11731032605822755,-0.12344804893094763,-0.11393848276182084
-0.029938806908190833,-0.09533843795274033,-0.12055080601946977,-0.11971277484343068
0.002240801758192315,0.005580672228416433,0.013137670929592282,0.013622755234137252
-0.0012798315417128156,-0.011430678548537937,-0.011937091667793442,-0.013209960777377017
0.01038128587474076,0.0476231465150915,0.08734956708779201,0.10143505054722596
0.010888142011822529,0.04945989833109807,0.08426000037589676,0.09637033079600776
0.01022556530449849,0.04843991453418209,0.08604706731060163,0.0984810465523257
0.0014762287550624809,-2.930177750921359e-4,0.007139825670210431,0.009310916618416765
